DATE,RATE
2014-06-12,1.066117
2014-06-11,1.067111
2014-06-10,1.069327
2014-06-09,1.071198
2014-06-08,1.071456
2014-06-07,1.071471
2014-06-06,1.071435
2014-06-05,1.077962
2014-06-04,1.079362
2014-06-03,1.081882
2014-06-02,1.074245
2014-06-01,1.074087
2014-05-31,1.074069
2014-05-30,1.074572
2014-05-29,1.082973
2014-05-28,1.079942
2014-05-27,1.081846
2014-05-26,1.082174
2014-05-25,1.083204
2014-05-24,1.08323
2014-05-23,1.083894
2014-05-22,1.081687
2014-05-21,1.082047
2014-05-20,1.072153
2014-05-19,1.067776
2014-05-18,1.068076
2014-05-17,1.068076
2014-05-16,1.068644
2014-05-15,1.06642
2014-05-14,1.068373
2014-05-13,1.068252
2014-05-12,1.068608
2014-05-11,1.068209
2014-05-10,1.068174
2014-05-09,1.067245
2014-05-08,1.072492
2014-05-07,1.069882
2014-05-06,1.078019
2014-05-05,1.077614
2014-05-04,1.0779
2014-05-03,1.077844
2014-05-02,1.078672
2014-05-01,1.077274
2014-04-30,1.079237
2014-04-29,1.080101
2014-04-28,1.078319
2014-04-27,1.077898
2014-04-26,1.077683
2014-04-25,1.079413
2014-04-24,1.076915
2014-04-23,1.06798
2014-04-22,1.071717
2014-04-21,1.07108
2014-04-20,1.071941
2014-04-19,1.071927
2014-04-18,1.071857
2014-04-17,1.067441
2014-04-16,1.06895
2014-04-15,1.061711
2014-04-14,1.065301
2014-04-13,1.064355
2014-04-12,1.064349
2014-04-11,1.062713
2014-04-10,1.066127
2014-04-09,1.069342
2014-04-08,1.079188
2014-04-07,1.076862
2014-04-06,1.076317
2014-04-05,1.076479
2014-04-04,1.083323
2014-04-03,1.081507
2014-04-02,1.082121
2014-04-01,1.078746
2014-03-31,1.080769
2014-03-29,1.081291
2014-03-28,1.081391
2014-03-27,1.080047
2014-03-26,1.084578
2014-03-25,1.091674
2014-03-24,1.095278
2014-03-23,1.099401
2014-03-22,1.100938
2014-03-21,1.100938
2014-03-20,1.106522
2014-03-19,1.106823
2014-03-18,1.095002
2014-03-17,1.10065
2014-03-16,1.108537
2014-03-15,1.107224
2014-03-14,1.107218
2014-03-13,1.106364
2014-03-12,1.112111
2014-03-11,1.114348
2014-03-10,1.108065
2014-03-09,1.104335
2014-03-08,1.102644
2014-03-07,1.102644
2014-03-06,1.10112
2014-03-05,1.113022
2014-03-04,1.117081
2014-03-03,1.119391
2014-03-02,1.122885
2014-03-01,1.120243
2014-02-28,1.120158
2014-02-27,1.115462
2014-02-26,1.115601
2014-02-25,1.109026
2014-02-24,1.106577
2014-02-23,1.115254
2014-02-22,1.114119
2014-02-21,1.113998
2014-02-20,1.110279
2014-02-19,1.11127
2014-02-18,1.108404
2014-02-17,1.10676
2014-02-16,1.104318
2014-02-15,1.10703
2014-02-14,1.106972
2014-02-13,1.114101
2014-02-12,1.108825
2014-02-11,1.107011
2014-02-10,1.11795
2014-02-09,1.11691
2014-02-08,1.116292
2014-02-07,1.116311
2014-02-06,1.117056
2014-02-05,1.121335
2014-02-04,1.121724
2014-02-03,1.142537
2014-02-02,1.14135
2014-02-01,1.142262
2014-01-31,1.14222
2014-01-30,1.137763
2014-01-29,1.144032
2014-01-28,1.136997
2014-01-27,1.144286
2014-01-26,1.150193
2014-01-25,1.151425
2014-01-24,1.151634
